Process ID,Process Name,Timestamp,CPU Usage (%),Memory Usage (%),Disk Usage (%),Anomaly
17116,cmd.exe,1715697844026745.0,0.0,0.003440395034880033,0.0,0
17304,svchost.exe,1715697844026745.0,0.0,0.15774938078946407,4.3955078125,0
17348,conhost.exe,1715697844026745.0,0.0,0.06919555084237587,0.00390625,0
17384,chrome.exe,1715697844026745.0,0.0,0.09967454347532716,39.38590621948242,0
17508,uihost.exe,1715697844026745.0,0.0,0.08278753404355686,1.3669509887695312,0
17572,ApplicationFrameHost.exe,1715697844026745.0,0.0,0.09979568414556941,0,0
17684,Obsidian.exe,1715697844026745.0,0.0,0.1640971519101582,53.20698642730713,0
17804,msedge.exe,1715697844026745.0,0.0,1.4080664664938232,79.09564399719238,0
17932,chrome.exe,1715697844026745.0,0.0,0.08773007338944085,39.35788536071777,0
17956,backgroundTaskHost.exe,1715697844026745.0,0.0,0.2536443353532329,69.13504791259766,0
18128,Dell.TechHub.Analytics.SubAgent.exe,1715697844026745.0,0.0,0.17609007826414141,0,0
18176,gamingservices.exe,1715697844026745.0,0.0,0.15445435455887474,0,0
18252,Code.exe,1715697844026745.0,0.0,1.7028501734613257,112.94118404388428,1
18336,chrome.exe,1715697844026745.0,0.0,0.06621549035441641,28.534931182861328,0
18356,svchost.exe,1715697844026745.0,0.0,0.054707126681402214,2.0564041137695312,0
18720,python.exe,1715697844026745.0,0.0,0.07576137516950608,2.5268754959106445,0
18728,igfxEMN.exe,1715697844026745.0,0.0,0.021878005045751197,1.0383377075195312,0
19016,svchost.exe,1715697844026745.0,0.0,0.09419898518037724,0,0
19156,RuntimeBroker.exe,1715697844026745.0,0.0,0.09107355588812707,1.4069900512695312,0
19240,Dell.D3.WinSvc.exe,1715697844026745.0,0.0,0.22289883324574863,0,0
19512,chrome.exe,1715697844026745.0,0.0,0.059165103346317194,39.351247787475586,0
19584,svchost.exe,1715697844026745.0,0.0,0.09633106097664093,15.29925537109375,0
19700,svchost.exe,1715697844026745.0,0.0,0.04290802539980661,1.5350723266601562,0
19788,powershell.exe,1715697844026745.0,0.0,0.40802600550996226,1.65234375,0
20060,dllhost.exe,1715697844026745.0,0.0,0.00978816615557418,1.3107986450195312,0
20120,Code.exe,1715697844026745.0,0.0,2.7189538873193095,10.912226676940918,0
20388,Code.exe,1715697844026745.0,0.0,0.034815828627623994,2.4189453125,0
20396,python.exe,1715697844026745.0,0.0,0.32298525499989944,2.329681396484375,0
20564,conhost.exe,1715697844026745.0,0.0,0.021781092509557395,0.00390625,0
20576,Code.exe,1715697844026745.0,0.0,0.15394556374385726,22.482051849365234,0
20744,chrome.exe,1715697844026745.0,0.0,0.0709157483598159,40.39912223815918,0
20900,RtkAudUService64.exe,1715697844026745.0,0.0,0.01397963334595619,0,0
20996,conhost.exe,1715697844026745.0,0.0,0.014827618037651974,0.00390625,0
21020,msedge.exe,1715697844026745.0,0.0,0.1185724880331189,63.61649513244629,0
21032,cmd.exe,1715697844026745.0,0.0,0.001986706991972977,0.0,0
21108,notepad++.exe,1715697844026745.0,0.0,0.01989129805377822,17.89087677001953,0
21152,chrome.exe,1715697844026745.0,0.0,0.07973478915345204,32.95692539215088,0
21612,conhost.exe,1715697844026745.0,0.0,0.005620927099240618,0.00390625,0
21664,conhost.exe,1715697844026745.0,0.0,0.024106993378208683,0.00390625,0
21888,chrome.exe,1715697844026745.0,0.0,1.1548340094194138,0,0
21912,Code.exe,1715697844026745.0,0.0,0.08823886420445833,30.19043254852295,0
22004,UserOOBEBroker.exe,1715697844026745.0,0.0,0.027159738268313503,1.3107986450195312,0
22148,python.exe,1715697844026745.0,0.0,0.10829975919657568,2.5268754959106445,0
22432,chrome.exe,1715697844026745.0,0.0,0.05725108075648956,22.753252029418945,0
22484,svchost.exe,1715697844026745.0,0.0,0.050636800161262464,0,0
22524,chrome.exe,1715697844026745.0,0.0,0.6213547258065727,175.69410133361816,1
22616,browserhost.exe,1715697844026745.0,0.0,0.020085123126165828,0.02271270751953125,0
22720,vmware-usbarbitrator64.exe,1715697844026745.0,0.0,0.01676586876152805,0,0
23064,ServiceShell.exe,1715697844026745.0,0.0,0.1272703881565128,0,0
23232,dwm.exe,1715697844026745.0,0.0,0.9671144268120161,0,0
23276,svchost.exe,1715697844026745.0,0.0,0.020715054611425553,1.3132400512695312,0
23300,RuntimeBroker.exe,1715697844026745.0,0.0,0.008334478112667123,0.02271270751953125,0
23316,conhost.exe,1715697844026745.0,0.0,0.025948331565890957,0.00390625,0
23472,chrome.exe,1715697844026745.0,0.0,0.20286216638767968,31.083642959594727,0
23476,WinStore.App.exe,1715697844026745.0,0.0,0.062387445174761164,9.146171569824219,0
23632,chrome.exe,1715697844026745.0,0.0,0.403446888174805,41.59675407409668,0
24360,msedge.exe,1715697844026745.0,0.0,0.20625410515446282,131.92984104156494,1
24440,FusionService.exe,1715697844026745.0,0.0,0.0659732090139319,0,0
24452,chrome.exe,1715697844026745.0,0.0,0.11680383424758198,39.35240364074707,0
24556,powershell.exe,1715697844026745.0,0.0,0.11401759883201011,1.65234375,0
24564,Obsidian.exe,1715697844026745.0,0.0,0.08312672792023516,22.633459091186523,0
24616,sqlservr.exe,1715697844026745.0,0.0,0.3286788665012854,0,0
24624,DDVDataCollector.exe,1715697844026745.0,0.0,0.3129790356378892,0,0
24724,chrome.exe,1715697844026745.0,0.0,0.08017089556632415,48.614787101745605,0
24768,msedge.exe,1715697844026745.0,0.0,1.531799547079262,0,0
24796,SearchIndexer.exe,1715697844026745.0,0.0,0.21766555629128323,0,0
25828,Code.exe,1715697844026745.0,0.0,0.6138682323856014,30.19043254852295,0
25852,Obsidian.exe,1715697844026745.0,0.0,0.06689387810777304,0,0
26312,RuntimeBroker.exe,1715697844026745.0,0.0,0.11842711922882819,2.5899124145507812,0
26392,sqlceip.exe,1715697844026745.0,0.0,0.15304912278406457,0,0
26448,sqlceip.exe,1715697844026745.0,0.0,0.13715546684828075,0,0
26500,SupportAssistAgent.exe,1715697844026745.0,0.0,0.15997836912192154,0,0
26572,svchost.exe,1715697844026745.0,0.0,0.04109091534617279,0,0
26760,DDVCollectorSvcApi.exe,1715697844026745.0,0.0,0.01240480463280688,0,0
26788,svchost.exe,1715697844026745.0,0.0,0.008722128257442337,0,0
26820,TextInputHost.exe,1715697844026745.0,0.0,0.5014254622667407,0,0
26952,RuntimeBroker.exe,1715697844026745.0,0.0,0.04118782788236659,0.08960723876953125,0
27080,SystemSettingsBroker.exe,1715697844026745.0,0.0,0.09628260470854404,0,0
27148,Widgets.exe,1715697844026745.0,0.0,0.2356670598892823,27.170604705810547,0
27300,svchost.exe,1715697844026745.0,0.0,0.08106733652611683,0,0
27976,svchost.exe,1715697844026745.0,0.0,0.03193268067585834,0,0
28052,chrome.exe,1715697844026745.0,0.0,0.09124315282646622,33.017974853515625,0
28704,svchost.exe,1715697844026745.0,0.0,0.012332120230661527,0.02515411376953125,0
28716,backgroundTaskHost.exe,1715697844026745.0,0.0,0.014003861480004641,69.13504791259766,0
28780,dotnet.exe,1715697844026745.0,0.0,0.2831784307582946,36.344276428222656,0
29072,backgroundTaskHost.exe,1715697844026745.0,0.0,0.004070326520139758,69.13504791259766,0
29120,chrome.exe,1715697844026745.0,0.0,2.1944390133043954,0,0
29616,msedgewebview2.exe,1715697844026745.0,0.0,0.07406540578611452,0,0
29752,msedge.exe,1715697844026745.0,0.0,0.057759871571507033,56.0910005569458,0
29788,vmware-tray.exe,1715697844026745.0,0.0,0.0155060057910086,17.8125,0
29916,audiodg.exe,1715697844026745.0,0.0,0.12535636556668517,0,0
29956,dotnet.exe,1715697844026745.0,0.0,0.28354185276902133,36.44239044189453,0
30052,msedge.exe,1715697844026745.0,0.0,0.22805942579806868,58.30066680908203,0
30436,chrome.exe,1715697844026745.0,0.0,0.1937281598514137,31.083642959594727,0
30476,Code.exe,1715697844026745.0,0.0,0.3731374924801929,28.90234661102295,0
30828,RtkAudUService64.exe,1715697844026745.0,0.0,0.034379722214751884,0.06177520751953125,0
30836,chrome.exe,1715697844026745.0,0.0,0.061491004214968475,48.505499839782715,0
30960,WhatsApp.exe,1715697844026745.0,0.0,0.22304420205003936,81.62789726257324,1
31012,python.exe,1715697844026745.0,0.0,0.10667647421532947,2.2948646545410156,0
31120,svchost.exe,1715697844026745.0,0.0,0.016862781297721854,0,0
31268,dotnet.exe,1715697844026745.0,0.0,0.16194084797984606,36.81255626678467,0
31412,Code.exe,1715697844026745.0,0.0,1.6595302697826955,30.732267379760742,0
31864,conhost.exe,1715697844026745.0,0.0,0.0061297179142580874,0,0
32036,SearchHost.exe,1715697844026745.0,0.0,0.35884289339160685,0,0
32120,chrome.exe,1715697844026745.0,0.0,0.19922794628041204,31.083642959594727,0
32340,dllhost.exe,1715697844026745.0,0.0,0.05543397070285575,1.6335525512695312,0
32380,OfficeClickToRun.exe,1715697844026745.0,0.0,0.24545522604485648,0,0
32472,LocationNotificationWindows.exe,1715697844026745.0,0.0,0.03018825502436987,0.08911895751953125,0
32584,XboxPcAppFT.exe,1715697844026745.0,0.0,0.09880233064958294,1.7049636840820312,0
32824,Code.exe,1715697844026745.0,0.0,2.622525913806475,30.267207145690918,0
32932,chrome.exe,1715697844026745.0,0.0,0.05928624401655945,39.459707260131836,0
